Dataset,D,Method,Gamma,Clusters,Gap,Train_Errors,Test_Errors,Time,Iterations
breast_cancer_,3,Heuristic (FhS) with shifts,0.2,91,NaN,24,11,120.09330296516418,4
breast_cancer_,3,Heuristic (FhS) with shifts,0.4,182,1.3363025977054348,32,8,121.02077102661133,1
breast_cancer_,3,Heuristic (FhS) with shifts,0.6,273,3.644646094613646,37,12,121.39926099777222,1
breast_cancer_,3,Heuristic (FhS) with shifts,0.8,364,5.08083023537408,21,6,121.11559700965881,1
breast_cancer_,3,Exact (FeS),0.0,2,25.344345635166494,65,15,120.65157294273376,6
breast_cancer_,3,Exact (FeS),0.2,91,0.6637166673193214,39,18,120.18396186828613,2
breast_cancer_,3,Exact (FeS),0.4,182,1.5624996512277565,30,14,120.24924111366272,1
breast_cancer_,3,Exact (FeS),0.6,273,1.7897087718772324,27,16,120.41993308067322,1
breast_cancer_,3,Exact (FeS),0.8,364,4.1189921924503,20,9,120.76073002815247,1
breast_cancer_,4,Univariate,0.0,2,0.0,287,76,0.03788018226623535,1
breast_cancer_,4,Univariate,0.2,91,32.26743248039754,34,13,120.07466006278992,1
breast_cancer_,4,Univariate,0.4,182,17.875643037398177,32,9,120.16066408157349,1
breast_cancer_,4,Univariate,0.6,273,7.058821868512502,27,9,120.19679999351501,1
breast_cancer_,4,Univariate,0.8,364,4.838708562509548,14,6,120.30858397483826,1
breast_cancer_,4,Univariate,1.0,455,6.807510139082128,25,11,120.44200992584229,1
breast_cancer_,4,Heuristic (FhS),0.0,2,1.1111108641975858,29,8,120.41608905792236,6
breast_cancer_,4,Heuristic (FhS),0.2,91,NaN,34,10,120.16559910774231,3
breast_cancer_,4,Heuristic (FhS),0.4,182,1.3363025977054348,38,11,120.33002090454102,1
breast_cancer_,4,Heuristic (FhS),0.6,273,2.2471905062493245,57,21,120.88316798210144,1
breast_cancer_,4,Heuristic (FhS),0.8,364,7.058821868512502,31,10,120.89448189735413,1
breast_cancer_,4,Heuristic (FhS) with shifts,0.0,2,1.3363025977054348,29,7,120.88625311851501,6
breast_cancer_,4,Heuristic (FhS) with shifts,0.2,91,0.6637166673193214,34,10,120.24568009376526,2
breast_cancer_,4,Heuristic (FhS) with shifts,0.4,182,1.3363025977054348,38,11,121.10652613639832,1
breast_cancer_,4,Heuristic (FhS) with shifts,0.6,273,2.2471905062493245,57,21,121.17640995979309,1
breast_cancer_,4,Heuristic (FhS) with shifts,0.8,364,7.058821868512502,31,10,121.03432202339172,1
breast_cancer_,4,Exact (FeS),0.0,2,7.565010031912522,36,11,120.62071919441223,6
breast_cancer_,4,Exact (FeS),0.2,91,0.6637166673193214,81,19,120.79865217208862,2
breast_cancer_,4,Exact (FeS),0.4,182,2.708803000270203,30,8,120.4560980796814,1
breast_cancer_,4,Exact (FeS),0.6,273,3.409090134297697,41,7,120.8969898223877,1
breast_cancer_,4,Exact (FeS),0.8,364,6.060604647877705,32,8,121.14071798324585,1
ecoli_,2,Univariate,0.0,8,0.0,154,33,0.044059038162231445,1
ecoli_,2,Univariate,0.2,53,0.0,67,20,0.761876106262207,1
ecoli_,2,Univariate,0.4,107,0.0,50,16,1.8257479667663574,1
ecoli_,2,Univariate,0.6,160,0.0,48,15,4.67474102973938,1
ecoli_,2,Univariate,0.8,214,0.0,47,15,6.792530059814453,1
ecoli_,2,Univariate,1.0,268,0.0,47,15,88.19469594955444,1
ecoli_,2,Heuristic (FhS),0.0,8,0.0,47,15,10.332509994506836,9
ecoli_,2,Heuristic (FhS),0.2,53,0.0,48,15,39.680246114730835,8
ecoli_,2,Heuristic (FhS),0.4,107,0.0,47,15,34.71934509277344,5
ecoli_,2,Heuristic (FhS),0.6,160,0.0,47,15,17.912479162216187,3
ecoli_,2,Heuristic (FhS),0.8,214,0.0,47,15,19.628973960876465,2
ecoli_,2,Heuristic (FhS) with shifts,0.0,8,0.0,47,15,13.863937854766846,9
ecoli_,2,Heuristic (FhS) with shifts,0.2,53,0.0,48,15,58.443334102630615,8
ecoli_,2,Heuristic (FhS) with shifts,0.4,107,0.0,0,0,52.8063850402832,5
ecoli_,2,Heuristic (FhS) with shifts,0.6,160,0.0,47,15,22.794594764709473,3
ecoli_,2,Heuristic (FhS) with shifts,0.8,214,0.0,47,15,19.563958883285522,2
ecoli_,2,Exact (FeS),0.0,8,NaN,83,21,120.01000905036926,16
ecoli_,2,Exact (FeS),0.2,53,19.288830263445245,87,28,120.08499884605408,6
ecoli_,2,Exact (FeS),0.4,107,4.706973420050345,75,17,120.46940517425537,2
ecoli_,2,Exact (FeS),0.6,160,2.8883058697622146,49,17,120.36912083625793,2
ecoli_,2,Exact (FeS),0.8,214,0.0,47,15,93.96856188774109,2
ecoli_,3,Univariate,0.0,8,0.0,154,33,0.19106698036193848,1
ecoli_,3,Univariate,0.2,53,0.0,74,23,17.773775100708008,1
ecoli_,3,Univariate,0.4,107,0.0,37,12,107.54496812820435,1
ecoli_,3,Univariate,0.6,160,17.253078751718093,42,14,120.0570650100708,1
ecoli_,3,Univariate,0.8,214,21.266958702733618,43,10,120.1412742137909,1
ecoli_,3,Univariate,1.0,268,15.517234690847117,36,12,120.07424998283386,1
ecoli_,3,Heuristic (FhS),0.0,8,3.397173871192677,42,12,120.37000489234924,3
ecoli_,3,Heuristic (FhS),0.2,53,3.16205408614463,87,29,120.0381281375885,1
ecoli_,3,Heuristic (FhS),0.4,107,12.693384236265432,53,15,120.06536507606506,1
ecoli_,3,Heuristic (FhS),0.6,160,14.042547215937354,36,11,120.12157106399536,1
ecoli_,3,Heuristic (FhS),0.8,214,14.529908320552,35,10,120.39534497261047,1
ecoli_,3,Heuristic (FhS) with shifts,0.0,8,NaN,42,12,120.01986885070801,7
ecoli_,3,Heuristic (FhS) with shifts,0.2,53,3.122528410067813,0,0,120.03142619132996,1
ecoli_,3,Heuristic (FhS) with shifts,0.4,107,12.184868829887046,0,0,120.09176802635193,1
ecoli_,3,Heuristic (FhS) with shifts,0.6,160,14.042547215937354,0,0,120.38648414611816,1
ecoli_,3,Heuristic (FhS) with shifts,0.8,214,14.529908320552,35,10,120.11817193031311,1
ecoli_,3,Exact (FeS),0.0,8,3.07692189349158,152,43,120.08513498306274,3
ecoli_,3,Exact (FeS),0.2,53,6.747633640387224,86,25,120.05746006965637,1
ecoli_,3,Exact (FeS),0.4,107,11.203314853396327,55,11,120.08185482025146,1
ecoli_,3,Exact (FeS),0.6,160,16.521731947073068,48,16,120.12931990623474,1
ecoli_,3,Exact (FeS),0.8,214,18.061666052129492,42,14,120.29901504516602,1
ecoli_,4,Univariate,0.0,8,0.0,154,33,0.7518429756164551,1
ecoli_,4,Univariate,0.2,53,20.075747436491167,60,18,120.03804206848145,1
ecoli_,4,Univariate,0.4,107,20.72071138706694,44,14,120.07569003105164,1
ecoli_,4,Univariate,0.6,160,19.642848373728405,44,11,120.22257709503174,1
ecoli_,4,Univariate,0.8,214,18.58406257342364,40,15,120.1280369758606,1
ecoli_,4,Univariate,1.0,268,16.01730908341598,36,12,120.17794394493103,1
ecoli_,4,Heuristic (FhS),0.0,8,4.280153976593784,71,27,120.04444479942322,3
ecoli_,4,Heuristic (FhS),0.2,53,2.290075461803259,138,39,120.05500483512878,1
ecoli_,4,Heuristic (FhS),0.4,107,11.666661805557581,37,11,120.12389898300171,1
ecoli_,4,Heuristic (FhS),0.6,160,22.93576929551867,51,13,120.16855597496033,1
ecoli_,4,Heuristic (FhS),0.8,214,18.061666052129492,38,14,120.4940459728241,1
ecoli_,4,Heuristic (FhS) with shifts,0.0,8,4.280153976593784,71,27,120.26788687705994,3
ecoli_,4,Heuristic (FhS) with shifts,0.2,53,2.290075461803259,138,39,120.05434608459473,1
ecoli_,4,Heuristic (FhS) with shifts,0.4,107,11.666661805557581,37,11,120.13777995109558,1
ecoli_,4,Heuristic (FhS) with shifts,0.6,160,22.93576929551867,51,13,120.49596405029297,1
ecoli_,4,Heuristic (FhS) with shifts,0.8,214,18.061666052129492,38,14,120.33263397216797,1
ecoli_,4,Exact (FeS),0.0,8,5.9288514115211814,65,18,120.33473896980286,3
ecoli_,4,Exact (FeS),0.2,53,3.47490213324242,117,38,120.16373801231384,1
ecoli_,4,Exact (FeS),0.4,107,13.080163257315082,51,9,120.14962196350098,1
ecoli_,4,Exact (FeS),0.6,160,16.521731947073068,45,14,120.18712091445923,1
ecoli_,4,Exact (FeS),0.8,214,48.06627178659017,81,24,120.32603812217712,1
